schoolwebsite,domain,schdomain,ukdomain,urns,dqi
www.eckingtonfirstschool.co.uk,eckingtonfirstschool.co.uk,0,1,{116806},0
www.eckingtonjuniorschool.co.uk/,eckingtonjuniorschool.co.uk,0,1,"{144293,112542}",0
www.ecole-ifa.com,ecole-ifa.com,0,0,{139239},0
www.ecolejeanninemanuel.org.uk,ecolejeanninemanuel.org.uk,0,1,{142408},0
www.ecs.plymouth.sch.uk,ecs.plymouth.sch.uk,1,1,"{134802,142545}",0
www.ectonbrookprimary.ik.org/,ectonbrookprimary.ik.org,0,0,{138953},0
www.ecton-village-school.co.uk/,ecton-village-school.co.uk,0,1,{121818},0
www.edengirlscoventry.com,edengirlscoventry.com,0,0,{140958},0
www.edengirlswalthamforest.com/,edengirlswalthamforest.com,0,0,{140957},0
www.edenham.lincs.sch.uk/,edenham.lincs.sch.uk,1,1,"{120521,143259}",0
www.edenparkinfants.co.uk,edenparkinfants.co.uk,0,1,{113188},0
www.edenprimary.org.uk/,edenprimary.org.uk,0,1,{136808},0
www.edenschool.org.uk,edenschool.org.uk,0,1,{141016},0
www.edenthorpehall.doncaster.sch.uk/,edenthorpehall.doncaster.sch.uk,1,1,{106675},0
www.edgarsewter.suffolk.sch.uk/,edgarsewter.suffolk.sch.uk,1,1,"{124585,144444}",0
www.edgarstammers.walsall.sch.uk/,edgarstammers.walsall.sch.uk,1,1,{139610},0
www.edgebury.bromley.sch.uk,edgebury.bromley.sch.uk,1,1,{101635},0
www.edgegrove.com,edgegrove.com,0,0,{117601},0
www.edgewoodprimaryschool.co.uk/,edgewoodprimaryschool.co.uk,0,1,{122587},0
www.edgwareprimary.co.uk/,edgwareprimary.co.uk,0,1,{101277},0
www.edinburghprimary.co.uk/,edinburghprimary.co.uk,0,1,{103053},0
www.edithborthwick.essex.sch.uk,edithborthwick.essex.sch.uk,1,1,{115464},0
www.edithcadbury.bham.sch.uk,edithcadbury.bham.sch.uk,1,1,{103150},0
www.edithcavellacademy.co.uk/,edithcavellacademy.co.uk,0,1,{140990},0
www.edithcavell.ik.org/,edithcavell.ik.org,0,0,{109433},0
www.edithwestonprimary.co.uk/,edithwestonprimary.co.uk,0,1,"{142544,120042}",0
www.edmundwaller.lewisham.sch.uk/,edmundwaller.lewisham.sch.uk,1,1,{100680},0
www.ednagoldsacademy.co.uk,ednagoldsacademy.co.uk,0,1,{137525},0
www.edron.edu.mx,edron.edu.mx,0,0,{141609},0
www.edstartschools.com,edstartschools.com,0,0,{137275},0
www.educationalexcellence.org.uk,educationalexcellence.org.uk,0,1,{137671},0
www.educationbase.co.uk/,educationbase.co.uk,0,1,{111270},0
www.education-links.org,education-links.org,0,0,{141139},0
www.educationvillage.org.uk,educationvillage.org.uk,0,1,"{139691,138088}",0
www.educationvillage.org.uk/,educationvillage.org.uk,0,1,{138362},0
www.edurcdhn.org.uk/,edurcdhn.org.uk,0,1,{108389},0
www.edwalton.notts.sch.uk,edwalton.notts.sch.uk,1,1,"{142348,122601}",0
www.edwardbetham.ealing.sch.uk/,edwardbetham.ealing.sch.uk,1,1,{101927},0
www.edwardfrancis-inf.essex.sch.uk,edwardfrancis-inf.essex.sch.uk,1,1,{115025},0
www.edwardfrancisprimaryschool.org.uk,edwardfrancisprimaryschool.org.uk,0,1,{115012},0
www.edwardheneage.com,edwardheneage.com,0,0,{117922},0
www.edwardheneage.co.uk,edwardheneage.co.uk,0,1,{138857},0
www.edwardjennerschool.org.uk,edwardjennerschool.org.uk,0,1,{139772},0
www.edwardpauling.hounslow.sch.uk,edwardpauling.hounslow.sch.uk,1,1,{102514},0
www.edwardpeake.beds.sch.uk,edwardpeake.beds.sch.uk,1,1,{109694},0
www.edwardshallprimary.co.uk/,edwardshallprimary.co.uk,0,1,{134861},0
www.edwardtheelderschool.co.uk,edwardtheelderschool.co.uk,0,1,"{143813,135318}",0
www.effra.lambeth.sch.uk,effra.lambeth.sch.uk,1,1,{100551},0
www.eficts.norfolk.gov.uk/,eficts.norfolk.gov.uk,0,1,{134944},0
www.egacademy.org.uk,egacademy.org.uk,0,1,{140366},0
www.egerton.bolton.sch.uk,egerton.bolton.sch.uk,1,1,{105192},0
www.egertonschool.co.uk,egertonschool.co.uk,0,1,{131885},0
www.eggars.net,eggars.net,0,0,{138720},0
www.egginton.derbyshire.sch.uk/,egginton.derbyshire.sch.uk,1,1,{112547},0
www.eglinton-royalgreenwich.co.uk,eglinton-royalgreenwich.co.uk,0,1,{132827},0
www.egpa.org.uk,egpa.org.uk,0,1,{140068},0
www.eileenwadelower.ik.org/,eileenwadelower.ik.org,0,0,{109443},0
www.elacademy.org.uk/,elacademy.org.uk,0,1,{140333},0
www.elaine.medway.sch.uk,elaine.medway.sch.uk,1,1,{138504},0
www.elangeni.bucks.sch.uk,elangeni.bucks.sch.uk,1,1,{110353},0
www.eldeneprimaryschool.org.uk,eldeneprimaryschool.org.uk,0,1,{132229},0
www.eldongroveacademy.co.uk,eldongroveacademy.co.uk,0,1,{139851},0
www.eldon.lancsngfl.ac.uk,eldon.lancsngfl.ac.uk,0,1,{119229},0
www.eldonprimary.co.uk,eldonprimary.co.uk,0,1,{101988},0
www.eldwick.bradford.sch.uk,eldwick.bradford.sch.uk,1,1,{107255},0
www.elemorehallschool.com,elemorehallschool.com,0,0,{114337},0
www.eliotbank.lewisham.sch.uk/,eliotbank.lewisham.sch.uk,1,1,{100711},0
www.elizabethcollege.gg,elizabethcollege.gg,0,0,"{132538,132421}",0
www.elizabethselbyschool.co.uk,elizabethselbyschool.co.uk,0,1,{100908},0
www.elizabethwoodvilleprimaryschool.co.uk,elizabethwoodvilleprimaryschool.co.uk,0,1,"{144268,119959}",0
www.elkesley.notts.sch.uk/,elkesley.notts.sch.uk,1,1,{122640},0
www.ellandacademy.org.uk,ellandacademy.org.uk,0,1,{141140},0
www.ellarcarr.co.uk,ellarcarr.co.uk,0,1,{137497},0
www.ellbra-ewan.cumbria.sch.uk,ellbra-ewan.cumbria.sch.uk,1,1,{112134},0
www.ellelstjohns.net/,ellelstjohns.net,0,0,{119527},0
www.ellenbrookschool.com/,ellenbrookschool.com,0,0,{130396},0
www.ellentinkham.devon.sch.uk,ellentinkham.devon.sch.uk,1,1,{113633},0
www.ellenwilkinson.newham.sch.uk,ellenwilkinson.newham.sch.uk,1,1,{102759},0
www.ellergreennurseryschool.co.uk,ellergreennurseryschool.co.uk,0,1,{104506},0
www.ellesmerecollege.org.uk,ellesmerecollege.org.uk,0,1,{130371},0
www.ellesmereprimaryschool.org.uk/,ellesmereprimaryschool.org.uk,0,1,"{143326,123365}",0
www.ellinghamandwoodton.co.uk,ellinghamandwoodton.co.uk,0,1,{120866},0
www.ellinghamfirstschool.co.uk,ellinghamfirstschool.co.uk,0,1,{122289},0
www.ellinghamschool.co.uk,ellinghamschool.co.uk,0,1,{102568},0
www.ellington-infant.kent.sch.uk,ellington-infant.kent.sch.uk,1,1,{118414},0
www.ellingtonprimaryschool.co.uk/,ellingtonprimaryschool.co.uk,0,1,{122198},0
www.ellison.staffs.sch.uk/,ellison.staffs.sch.uk,1,1,"{124188,142984}",0
www.ellistonprimary.net,ellistonprimary.net,0,0,{141773},0
www.elloughtonprimaryschool.co.uk,elloughtonprimaryschool.co.uk,0,1,{117891},0
www.ellowes.dudley.sch.uk,ellowes.dudley.sch.uk,1,1,{103871},0
www.ellwoodschool.co.uk,ellwoodschool.co.uk,0,1,{115552},0
www.elm-academy.org.uk/,elm-academy.org.uk,0,1,{138990},0
www.elmbridgeinfantschool.co.uk/,elmbridgeinfantschool.co.uk,0,1,{115488},0
www.elmbridgeprimaryschool.co.uk/,elmbridgeprimaryschool.co.uk,0,1,{115487},0
www.elmcofeprimaryschool.com,elmcofeprimaryschool.com,0,0,"{143835,110800}",0
www.elmcourt.lambeth.sch.uk,elmcourt.lambeth.sch.uk,1,1,{100659},0
www.elmfield.bristol.sch.uk,elmfield.bristol.sch.uk,1,1,{109385},0
www.elmgrove.harrow.sch.uk,elmgrove.harrow.sch.uk,1,1,{102211},0
www.elmgrovemiddle.harrow.sch.uk,elmgrovemiddle.harrow.sch.uk,1,1,{102192},0
www.elmhurst.bucks.sch.uk,elmhurst.bucks.sch.uk,1,1,{110286},0
www.elmhurstdance.co.uk,elmhurstdance.co.uk,0,1,{125339},0
www.elmhurstinfant.ik.org,elmhurstinfant.ik.org,0,0,{110301},0
www.elmhurstjuniorschool.org.uk,elmhurstjuniorschool.org.uk,0,1,{123663},0
www.elmhurstprimary.co.uk,elmhurstprimary.co.uk,0,1,{102719},0
www.elmhurstschool.net,elmhurstschool.net,0,0,{101831},0
www.elmlea-inf.bristol.sch.uk/,elmlea-inf.bristol.sch.uk,1,1,{108991},0
www.elmleajunior.com,elmleajunior.com,0,0,{136830},0
www.elmleycastle.worcs.sch.uk/,elmleycastle.worcs.sch.uk,1,1,{116808},0
www.elmore-green.walsall.sch.uk,elmore-green.walsall.sch.uk,1,1,{104153},0
www.elmridge.trafford.sch.uk/,elmridge.trafford.sch.uk,1,1,{138654},0
www.elmrise.ik.org,elmrise.ik.org,0,0,{113750},0
www.elmsbank.bury.sch.uk,elmsbank.bury.sch.uk,1,1,{105378},0
www.elmsettschool.co.uk,elmsettschool.co.uk,0,1,{124695},0
www.elmsfarmschool.co.uk/,elmsfarmschool.co.uk,0,1,{103381},0
www.elmsleighinfantschool.co.uk/,elmsleighinfantschool.co.uk,0,1,{112694},0
www.elms-road-nurs.oxon.sch.uk,elms-road-nurs.oxon.sch.uk,1,1,{122971},0
www.elmsteadprimary.com,elmsteadprimary.com,0,0,{115260},0
www.elmtreeprimaryschool.co.uk/,elmtreeprimaryschool.co.uk,0,1,{124642},0
www.elmtreeschoolandnursery.co.uk,elmtreeschoolandnursery.co.uk,0,1,{110309},0
www.elmwood.essex.sch.uk/,elmwood.essex.sch.uk,1,1,{115240},0
www.elmwood.ik.org/,elmwood.ik.org,0,0,{105791},0
www.elmwood-jun.croydon.sch.uk/,elmwood-jun.croydon.sch.uk,1,1,{101720},0
www.elmwood.walsall.sch.uk,elmwood.walsall.sch.uk,1,1,{135461},0
www.elseaparkacademy.lincs.sch.uk/,elseaparkacademy.lincs.sch.uk,1,1,{140214},0
www.elsecarprimary.org,elsecarprimary.org,0,0,{141972},0
www.elsenham.essex.sch.uk,elsenham.essex.sch.uk,1,1,{115129},0
www.elsley.brent.sch.uk,elsley.brent.sch.uk,1,1,{101519},0
www.elsoninfantschool.co.uk,elsoninfantschool.co.uk,0,1,{116163},0
www.elsonjunior.co.uk,elsonjunior.co.uk,0,1,{116162},0
www.elstonallsaints.notts.sch.uk/,elstonallsaints.notts.sch.uk,1,1,{122799},0
www.elstowschool.co.uk,elstowschool.co.uk,0,1,"{109448,144039}",0
www.elton.derbyshire.sch.uk,elton.derbyshire.sch.uk,1,1,{112815},0
www.eltonprimary.bc-et.co.uk,eltonprimary.bc-et.co.uk,0,1,{141167},0
www.elworthce.cheshire.sch.uk,elworthce.cheshire.sch.uk,1,1,{111256},0
www.elycollege.com,elycollege.com,0,0,{143404},0
www.elystjohns.cambs.sch.uk,elystjohns.cambs.sch.uk,1,1,{110773},0
www.emaps.wirral.sch.uk,emaps.wirral.sch.uk,1,1,{141620},0
www.embertonschool.co.uk,embertonschool.co.uk,0,1,{110226},0
www.embletonprimaryschool.com/,embletonprimaryschool.com,0,0,{122290},0
www.emersonvalley.org.uk,emersonvalley.org.uk,0,1,{131190},0
www.emleyschool.co.uk/,emleyschool.co.uk,0,1,{107651},0
www.emmanuelcommunityschool.co.uk,emmanuelcommunityschool.co.uk,0,1,{138258},0
www.emmanuel.sheffield.sch.uk/,emmanuel.sheffield.sch.uk,1,1,{140546},0
www.emmausschool.co.uk/,emmausschool.co.uk,0,1,{131105},0
www.emmaus.sheffield.sch.uk/,emmaus.sheffield.sch.uk,1,1,{140826},0
www.emmavilleprimary.org.uk/,emmavilleprimary.org.uk,0,1,{108339},0
www.emmbrookinfantschool.co.uk,emmbrookinfantschool.co.uk,0,1,{109855},0
www.emmbrookjuniorschool.co.uk,emmbrookjuniorschool.co.uk,0,1,{109863},0
www.emmergreenprimary.com,emmergreenprimary.com,0,0,{109794},0
www.emneth-pri.norfolk.sch.uk,emneth-pri.norfolk.sch.uk,1,1,{120870},0
www.empinghamprimaryschool.co.uk,empinghamprimaryschool.co.uk,0,1,{120177},0
www.emscoteinfants.co.uk,emscoteinfants.co.uk,0,1,{125566},0
www.emsworthprimaryschool.co.uk,emsworthprimaryschool.co.uk,0,1,{116260},0
www.endeavour-academy.org,endeavour-academy.org,0,0,{140217},0
www.enderbyroad.schnet.org/,enderbyroad.schnet.org,0,0,{117768},0
www.endikeprimary.co.uk/,endikeprimary.co.uk,0,1,{140184},0
www.engainesprimaryschool.co.uk/,engainesprimaryschool.co.uk,0,1,{115314},0
www.englishmartyrscatholicprimaryschool.co.uk,englishmartyrscatholicprimaryschool.co.uk,0,1,{103425},0
www.englishmartyrs.co.uk,englishmartyrs.co.uk,0,1,{104931},0
www.englishmartyrs.info/,englishmartyrs.info,0,0,{106352},0
www.englishmartyrs.lancs.sch.uk/,englishmartyrs.lancs.sch.uk,1,1,{119605},0
www.englishmartyrs.newcastle.sch.uk,englishmartyrs.newcastle.sch.uk,1,1,{108503},0
www.englishmartyrsrcprimary.co.uk/,englishmartyrsrcprimary.co.uk,0,1,{100824},0
www.englishmartyrs.reading.sch.uk/,englishmartyrs.reading.sch.uk,1,1,{110004},0
www.englishmartyrs.rutland.sch.uk/,englishmartyrs.rutland.sch.uk,1,1,{139611},0
www.englishmartyrssunderland.org.uk,englishmartyrssunderland.org.uk,0,1,{108842},0
www.englishmartyrs.towerhamlets.sch.uk,englishmartyrs.towerhamlets.sch.uk,1,1,{100962},0
www.englishmartyrswakefield.org.uk,englishmartyrswakefield.org.uk,0,1,{141595},0
www.englishmartyrs.warwickshire.sch.uk,englishmartyrs.warwickshire.sch.uk,1,1,{125724},0
www.englishmartyrs.w-sussex.sch.uk/,englishmartyrs.w-sussex.sch.uk,1,1,{126051},0
www.eotas.org,eotas.org,0,0,{126171},0
www.epcollier.reading.sch.uk/,epcollier.reading.sch.uk,1,1,{109780},0
www.epg.edu.kw,epg.edu.kw,0,0,"{143044,143045}",0
www.ephs.ealing.sch.uk,ephs.ealing.sch.uk,1,1,{131310},0
www.epinf.co.uk,epinf.co.uk,0,1,{125919},0
www.epiphany.bournemouth.sch.uk,epiphany.bournemouth.sch.uk,1,1,{113849},0
www.epiphany.bournemouth.sch.uk/,epiphany.bournemouth.sch.uk,1,1,{138040},0
www.eppingprimary.essex.sch.uk,eppingprimary.essex.sch.uk,1,1,{135328},0
www.eppinguplandcofeschool.co.uk,eppinguplandcofeschool.co.uk,0,1,{115097},0
www.eppletonacademyprimary.co.uk/,eppletonacademyprimary.co.uk,0,1,{138213},0
www.eppsa.org.uk/,eppsa.org.uk,0,1,{136892},0
www.eps.barking-dagenham.sch.uk/,eps.barking-dagenham.sch.uk,1,1,"{101189,142699}",0
www.epsomcollege.org.uk,epsomcollege.org.uk,0,1,{125332},0
www.epsomdowns.surrey.sch.uk/,epsomdowns.surrey.sch.uk,1,1,{125127},0
www.epsomprimaryschool.co.uk/,epsomprimaryschool.co.uk,0,1,{124956},0
www.epworthcp.lincs.sch.uk,epworthcp.lincs.sch.uk,1,1,{117917},0
www.epworthprimaryacademy.co.uk,epworthprimaryacademy.co.uk,0,1,{138712},0
www.erdingtonhall.org.uk,erdingtonhall.org.uk,0,1,{138194},0
www.erminestreetca.org.uk,erminestreetca.org.uk,0,1,{141949},0
www.ernehaleinfant.com/,ernehaleinfant.com,0,0,{122513},0
www.erpinghamprimaryschool.co.uk/,erpinghamprimaryschool.co.uk,0,1,{121036},0
www.escrickprimaryschool.co.uk/,escrickprimaryschool.co.uk,0,1,{121532},0
www.esh.durham.sch.uk,esh.durham.sch.uk,1,1,{114251},0
www.esherchurchschool.co.uk/,esherchurchschool.co.uk,0,1,{141733},0
www.eshwinning.durham.sch.uk,eshwinning.durham.sch.uk,1,1,{114138},0
www.esinet.norfolk.gov.uk/,esinet.norfolk.gov.uk,0,1,"{121149,121030}",0
www.eskdaleacademy.com/,eskdaleacademy.com,0,0,{139584},0
www.eskdale.notts.sch.uk/,eskdale.notts.sch.uk,1,1,{122545},0
www.eslandcare.co.uk,eslandcare.co.uk,0,1,{135537},0
www.essaprimaryacademy.org,essaprimaryacademy.org,0,0,{140973},0
www.essendenelodge.co.uk,essendenelodge.co.uk,0,1,{125420},0
www.essendineprimary.co.uk,essendineprimary.co.uk,0,1,{101111},0
www.essex.newham.sch.uk/,essex.newham.sch.uk,1,1,{102763},0
www.estcots.co.uk,estcots.co.uk,0,1,{125945},0
www.estcourtprimary.org.uk,estcourtprimary.org.uk,0,1,{140716},0
www.estfeld.doncaster.sch.uk/,estfeld.doncaster.sch.uk,1,1,{106725},0
www.etchells.stockport.sch.uk,etchells.stockport.sch.uk,1,1,{106045},0
www.etchingham.e-sussex.sch.uk/,etchingham.e-sussex.sch.uk,1,1,{114502},0
www.ethelbert-road.kent.sch.uk/,ethelbert-road.kent.sch.uk,1,1,{118337},0
www.ethelwainwright.org.uk,ethelwainwright.org.uk,0,1,{132244},0
www.etonend.org,etonend.org,0,0,{110161},0
www.etonpark.staffs.sch.uk/,etonpark.staffs.sch.uk,1,1,"{142792,124051}",0
www.etonporny.org.uk,etonporny.org.uk,0,1,{142576},0
www.etonporny.org.uk/,etonporny.org.uk,0,1,{109998},0
www.etonwickschool.org.uk,etonwickschool.org.uk,0,1,{109996},0
www.etruscan.stoke.sch.uk,etruscan.stoke.sch.uk,1,1,{133328},0
www.ettingtonprimary.org/,ettingtonprimary.org,0,0,{125631},0
www.eurekaprimaryschool636-public.sharepoint.com/,eurekaprimaryschool636-public.sharepoint.com,0,0,{112677},0
www.europaschooluk.org,europaschooluk.org,0,0,{138269},0
www.euxton.lancsngfl.ac.uk/,euxton.lancsngfl.ac.uk,0,1,{119473},0
www.euxton-st-marys.lancs.sch.uk,euxton-st-marys.lancs.sch.uk,1,1,{119676},0
www.evelina.southwark.sch.uk,evelina.southwark.sch.uk,1,1,{100875},0
www.evelyncpschool.co.uk/,evelyncpschool.co.uk,0,1,{104446},0
www.evendons-primary.co.uk/,evendons-primary.co.uk,0,1,{140953},0
www.evenswindon.org.uk/,evenswindon.org.uk,0,1,{126213},0
www.evenwood.durham.sch.uk/,evenwood.durham.sch.uk,1,1,{114221},0
www.evercreech.somerset.sch.uk/,evercreech.somerset.sch.uk,1,1,{123755},0
www.everest.hants.sch.uk,everest.hants.sch.uk,1,1,{116435},0
www.evergreen.durham.sch.uk,evergreen.durham.sch.uk,1,1,{134663},0
www.eversholtschool.co.uk,eversholtschool.co.uk,0,1,{137555},0
www.evertonlowerschool.org.uk/,evertonlowerschool.org.uk,0,1,{109450},0
www.evingtonvalley.leicester.sch.uk/,evingtonvalley.leicester.sch.uk,1,1,{120005},0
www.evolution-centre.co.uk,evolution-centre.co.uk,0,1,{135511},0
www.ewanrigg.cumbria.sch.uk/,ewanrigg.cumbria.sch.uk,1,1,{112136},0
www.ewellcastle.co.uk,ewellcastle.co.uk,0,1,{125380},0
www.ewelmeprimaryschool.com/,ewelmeprimaryschool.com,0,0,{123197},0
www.ewhurst.surrey.sch.uk/,ewhurst.surrey.sch.uk,1,1,{125181},0
www.ewp-tkat.org,ewp-tkat.org,0,0,{136599},0
www.ewsacademy.org.uk,ewsacademy.org.uk,0,1,{143421},0
www.exbourne-primary.devon.sch.uk,exbourne-primary.devon.sch.uk,1,1,{113410},0
www.excellencelondon.ac.uk,excellencelondon.ac.uk,0,1,{138403},0
www.excelsiornewcastle.org.uk,excelsiornewcastle.org.uk,0,1,{135423},0
www.exceptional-ideas.co.uk,exceptional-ideas.co.uk,0,1,{135837},0
www.exeteralc.com,exeteralc.com,0,0,{139119},0
www.exeterdeafacademy.ac.uk,exeterdeafacademy.ac.uk,0,1,{113654},0
www.exeterhouse.wilts.sch.uk,exeterhouse.wilts.sch.uk,1,1,"{126551,141647}",0
www.exfordfirstschool.co.uk/,exfordfirstschool.co.uk,0,1,{123756},0
www.exhallcedars.org/,exhallcedars.org,0,0,{130898},0
www.exminster-primary.devon.sch.uk/,exminster-primary.devon.sch.uk,1,1,{113201},0
www.exning.schooljotter2.com/,exning.schooljotter2.com,0,0,{124544},0
www.expansegroup.co.uk,expansegroup.co.uk,0,1,{141738},0
www.extonschool.co.uk,extonschool.co.uk,0,1,{120178},0
www.exwickheights.devon.sch.uk/,exwickheights.devon.sch.uk,1,1,"{134172,144072}",0
www.eyamprimary.co.uk/,eyamprimary.co.uk,0,1,{112816},0
www.eyeprimaryschool.co.uk/,eyeprimaryschool.co.uk,0,1,{110825},0
www.eynsham.oxon.sch.uk,eynsham.oxon.sch.uk,1,1,{140827},0
www.eyrescroft.peterborough.sch.uk/,eyrescroft.peterborough.sch.uk,1,1,{110767},0
www.eyresmonsell.leicester.sch.uk/,eyresmonsell.leicester.sch.uk,1,1,{120069},0
www.eythorne-elvington.kent.sch.uk,eythorne-elvington.kent.sch.uk,1,1,{118399},0
www.fagley.bradford.sch.uk,fagley.bradford.sch.uk,1,1,{107249},0
www.fairchildes.croydon.sch.uk,fairchildes.croydon.sch.uk,1,1,{140717},0
www.fairfield.beds.sch.uk,fairfield.beds.sch.uk,1,1,{135021},0
www.fairfield.hereford.sch.uk,fairfield.hereford.sch.uk,1,1,"{116944,140868}",0
www.fairfieldhigh.co.uk,fairfieldhigh.co.uk,0,1,{111432},0
www.fairfield.lancs.sch.uk,fairfield.lancs.sch.uk,1,1,{119086},0
www.fairfield.notts.sch.uk/,fairfield.notts.sch.uk,1,1,{140071},0
www.fairfieldprimarybury.org.uk/,fairfieldprimarybury.org.uk,0,1,{105287},0
www.fairfieldprimary.org.uk/,fairfieldprimary.org.uk,0,1,{134621},0
www.fairfieldprimaryschool.org.uk/,fairfieldprimaryschool.org.uk,0,1,{111197},0
www.fairfieldschool.org.uk,fairfieldschool.org.uk,0,1,{109363},0
www.fairfields.northants.sch.uk,fairfields.northants.sch.uk,1,1,{122160},0
www.fairfield.worcs.sch.uk,fairfield.worcs.sch.uk,1,1,{116675},0
www.fairford.gloucs.sch.uk/,fairford.gloucs.sch.uk,1,1,{115622},0
www.fairfurlong.bristol.sch.uk/,fairfurlong.bristol.sch.uk,1,1,{109130},0
www.fairholme.hounslow.sch.uk/,fairholme.hounslow.sch.uk,1,1,{132264},0
www.fairhousejuniorschool.co.uk/,fairhousejuniorschool.co.uk,0,1,{114905},0
www.fairhouseprimaryschool.co.uk,fairhouseprimaryschool.co.uk,0,1,{114899},0
www.fairisle-inf.co.uk/,fairisle-inf.co.uk,0,1,{116251},0
www.fairlands.herts.sch.uk,fairlands.herts.sch.uk,1,1,{143785},0
www.fairlands.herts.sch.uk/,fairlands.herts.sch.uk,1,1,{117152},0
www.fairlawn.lewisham.sch.uk,fairlawn.lewisham.sch.uk,1,1,{100710},0
www.fairleyhouse.org.uk,fairleyhouse.org.uk,0,1,{101173},0
www.fairlop.redbridge.sch.uk/,fairlop.redbridge.sch.uk,1,1,{102802},0
www.fairoakjunior.co.uk,fairoakjunior.co.uk,0,1,{115997},0
www.fairsteadhouseschool.co.uk,fairsteadhouseschool.co.uk,0,1,{124872},0
www.fairstead.norfolk.sch.uk/,fairstead.norfolk.sch.uk,1,1,{120906},0
www.fairviewprimary.co.uk,fairviewprimary.co.uk,0,1,{134904},0
www.fairwayprimary.co.uk/,fairwayprimary.co.uk,0,1,{139484},0
www.fairways.southend.sch.uk,fairways.southend.sch.uk,1,1,{114841},0
www.fairway.stockport.sch.uk/,fairway.stockport.sch.uk,1,1,{106046},0
www.faithprimary.co.uk,faithprimary.co.uk,0,1,{134723},0
www.fakenhamacademy.org.uk,fakenhamacademy.org.uk,0,1,{139572},0
www.fakenhamjuniorschool.com/,fakenhamjuniorschool.com,0,0,{120805},0
www.falconbrook.wandsworth.sch.uk/,falconbrook.wandsworth.sch.uk,1,1,{101006},0
www.falconershillacademy.com,falconershillacademy.com,0,0,{140829},0
www.falconershillinfants.com/,falconershillinfants.com,0,0,{121887},0
www.falconhurstschool.co.uk/,falconhurstschool.co.uk,0,1,{110355},0
www.falconsprep.co.uk,falconsprep.co.uk,0,1,{135719},0
www.falconsprimary.org/,falconsprimary.org,0,0,{141011},0
www.falklandprimaryschool.org.uk/,falklandprimaryschool.org.uk,0,1,{109871},0
www.fallingspark.org.uk,fallingspark.org.uk,0,1,{104294},0
www.falmouthprimary.cornwall.sch.uk/,falmouthprimary.cornwall.sch.uk,1,1,{140328},0
www.family-care.co.uk,family-care.co.uk,0,1,{132772},0
www.family.lancs.sch.uk,family.lancs.sch.uk,1,1,{119590},0
www.fandbharlow.uk,fandbharlow.uk,0,1,"{144663,115098}",0
www.faradayschool.co.uk,faradayschool.co.uk,0,1,{135989},0
www.farcet.cambs.sch.uk,farcet.cambs.sch.uk,1,1,{110811},0
www.farfieldprimary.com,farfieldprimary.com,0,0,{107238},0
www.faringdoninfantschool.co.uk/,faringdoninfantschool.co.uk,0,1,{137992},0
www.faringdonschool.co.uk/,faringdonschool.co.uk,0,1,{138009},0
www.farington.lancsngfl.ac.uk,farington.lancsngfl.ac.uk,0,1,{119150},0
www.farleyhillprimary.co.uk,farleyhillprimary.co.uk,0,1,{109829},0
www.farlow.shropshire.sch.uk/,farlow.shropshire.sch.uk,1,1,{123475},0
www.farnboroughgrange.hants.sch.uk,farnboroughgrange.hants.sch.uk,1,1,"{116148,144899}",0
www.farnboroughprimary.co.uk/,farnboroughprimary.co.uk,0,1,{140449},0
www.farnboroughroadinfants.co.uk,farnboroughroadinfants.co.uk,0,1,{104863},0
www.farndonfields.org,farndonfields.org,0,0,"{138345,119980}",0
www.farne.newcastle.sch.uk,farne.newcastle.sch.uk,1,1,"{143272,108455}",0
www.farnhamcommon-inf.bucks.sch.uk,farnhamcommon-inf.bucks.sch.uk,1,1,{110344},0
www.farnham-jun.bucks.sch.uk,farnham-jun.bucks.sch.uk,1,1,{110265},0
www.farnley.leeds.sch.uk,farnley.leeds.sch.uk,1,1,{137577},0
www.farnleypark.leeds.sch.uk,farnleypark.leeds.sch.uk,1,1,{108071},0
www.farnworthprimary.eschools.co.uk/,farnworthprimary.eschools.co.uk,0,1,{111394},0
www.farringdonacademy.co.uk/,farringdonacademy.co.uk,0,1,{139103},0
